gacha_id,gacha_detail,gacha_notice,release
30031,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[New Characters]<br>\n• Anne<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nAnne may also appear during the Jump Start Gacha.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30032,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[New Characters]<br>\n• Grea<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nGrea may also appear during the Jump Start Gacha.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30034,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[New Characters]<br>\n• Kuka (Oedo)<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nKuka (Oedo) may also appear during the Jump Start Gacha.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30035,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the below characters featured in the Revival Event ""Little Lyrical Adventures!""<br>\n<br>\n[Focus Characters]<br>\n• Kyoka<br>\n• Mimi<br>\n• Misogi<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30036,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[New Characters]<br>\n• Ninon (Oedo)<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nNinon (Oedo) may also appear during the Jump Start Gacha.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30037,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[New Characters]<br>\n• Rem<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nRem may also appear during the Jump Start Gacha.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30038,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the below characters featured in the Revival Event ""Vampire Hunters with Illya"".<br>\n<br>\n[Focus Characters]<br>\n• Illya<br>\n• Maho<br>\n• Kaori<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30039,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[Focus Characters]<br>\n• Emilia<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nEmilia will only be available during this period's Focus Gacha, Premium Gacha and Jump Start Gacha, but may also appear during future periods.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30040,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[Focus Characters]<br>\n• Suzuna (Summer)<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nSuzuna (Summer) will only be available during this period's Focus Gacha, Premium Gacha and Jump Start Gacha, but may also appear during future periods.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30041,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Prize Gacha is now available!<br>\nThe Prize Gacha is a limited-time gacha featuring increased rates for the returning characters listed below.<br>\nIn addition to characters, you will receive Prize Rewards.<br>\nFor details of the available Prize Rewards, tap the Prize button on the gacha screen and refer to the Prize Info tab.<br>\n<br>\n[Focus Characters]<br>\n• Pecorine (Summer)<br>\n• Karyl (Summer)<br>\nNote: The characters included in this Prize Gacha have also been added to the Premium Gacha.<br>\nPecorine (Summer) and Karyl (Summer) will only be available during this period's Prize Gacha, Premium Gacha and Jump Start Gacha, but may also appear during future periods.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\nThe Memory Shards you choose to receive as prizes do not affect the characters that appear from the gacha.<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>\nBefore drawing from a Prize Gacha, you must choose a character's Memory Shards from the Prize button on the gacha page.<br>\nYou can change this selection at any time.<br>\nThe chosen Memory Shards will become available among the Prize Rewards obtained when drawing from the gacha.<br>\nThis gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\nWhen using the ""Draw 1"" option, you will receive one character and one Prize Reward.<br>\nEach prize reward can vary from 1st Prize to 6th Prize.<br>\nWhen using the ""Draw 10"" option, you will receive 10 characters and 10 Prize Rewards.<br>\nThe tenth reward when using ""Draw 10"" is guaranteed to be a 5th Prize or higher.<br>\nNote: Received Prize Rewards are not sent to the Present Box; they will be directly added to your current totals.<br>\nNote: Any items received from Prize Rewards that exceed the maximum will be sent to your Present Box.<br>\nImportant: Characters who are only availabile for a limited time cannot be unlocked using Memory Shards. To unlock one of these characters, you will need to draw them from the gacha.<br>","<h4>Important Notes</h4>• The contents of the Prize Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Prize Gacha differs based on that character's assigned rate.<br>\n• The chance of any given prize appearing from the Prize Gacha differs based on that prize's assigned rate.<br>\n• Characters who have already joined your party may still appear as Prize Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• The Memory Shards you select to receive from this Prize Gacha will not affect the characters that appear.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Received Prize Rewards are not sent to the Present Box; they will be directly added to your current totals.<br>\n• Any items received from Prize Rewards that exceed the maximum will be sent to your Present Box.<br>\n• Characters who are only availabile for a limited time cannot be unlocked using Memory Shards. To unlock one of these characters, you will need to draw them from the gacha.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>","○"
30042,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[Focus Characters]<br>\n• Saren (Summer)<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nSaren (Summer) will only be available during this period's Focus Gacha, Premium Gacha and Jump Start Gacha, but may also appear during future periods.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
30043,"<img src=""path/img_gacha_info_1.png"" /> Starting {{gacha_starting}}, a new Focus Gacha is now available!<br>\nThe Focus Gacha is a limited-time gacha featuring increased rates for the newly-added characters listed below.<br>\n<br>\n[Focus Characters]<br>\n• Makoto (Summer)<br>\nNote: The new characters added in this Focus Gacha have also been added to the Premium Gacha.<br>\nMakoto (Summer) will only be available during this period's Focus Gacha, Premium Gacha and Jump Start Gacha, but may also appear during future periods.<br>\n(Characters available during the Jump Start Gacha differ depending on the period.)<br>\n<br>\n[Availability Period]<br>\n{{gacha_period}}<br>\n<br>\n<h4>About This Gacha</h4>This gacha can be drawn by consuming Premium Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above. When using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>• The contents of the Focus Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Focus Gacha differs based on that character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Focus Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\n• The Present Box can be found on the Home screen via the Presents icon.<br>\n• Depending on your network connection, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
