id,unit_id,use_type,voice_id,face_id,change_time,change_face,description
1048001,104801,1,1,1,3.9,2,"Hoarding items, or saving up rupies? I've got plans for both, so ask if you're not sure."
1048002,104801,1,2,2,2.9,2,"I've come up with the perfect plan. If we're going outside the town, let's get moving."
1048003,104801,1,3,2,4.5,1,"The key to efficiency is being observant. Are you training your senses?"
1048004,104801,1,4,2,4.1,5,"I've got too many jobs and not enough hands. Mind helping me? I know you can do it."
1048005,104801,1,5,2,5.8,2,"Want me to manage your daily schedule? I'll be there 24 hours a day. For a fee, of course."
1048006,104831,1,1,1,0.0,1,"Would you like me to manage your finances? Huh? No, I wouldn't steal your money! How could you think that?!"
1048007,104831,1,2,1,0.0,1,"There's a thief in town? That's an insult to all hard-working people! Unforgivable!"
1048008,104831,1,3,1,0.0,1,"There's a big sale going on today! Come with me, but stay on guard! Chaaarge!"
1048009,104831,1,4,1,0.0,1,"So, do you have a certain type of girl you like? I-I'm just making conversation!"
1048010,104831,1,5,1,0.0,1,"If anyone so much as scratches you, I'll beat 'em to a pulp! No one hurts my star pupil!"
1048011,104801,2,6,2,0.0,2,"Cake and candles, check!\nPresents, check!\nAll right! Let's have ourselves an efficient birthday party!"
1048012,104831,2,6,1,0.0,1,"Happy birthday to you.\nFlowery phrases like this may not exactly be efficient, but I wanted to say it for you anyway."
1049001,104901,1,1,5,4.8,2,"You can talk to me about absolutely any tiny little thing. Let me take care of it!"
1049002,104901,1,2,5,3.2,2,"Your big sis is always here to love on you, whether it's a gentle pat or a big hug!"
1049003,104901,1,3,5,4.3,2,"Sometimes I get so happy I feel like chopping you. But it's a sign of my love!"
1049004,104901,1,4,5,2.8,2,"I'll handle whatever it is you need. It's a big sister's job to care for her brother!"
1049005,104901,1,5,6,2.1,2,"What is it? You need me? Your big sis is here with open arms. Anywhere, anytime!"
1049006,104931,1,1,1,0.0,1,"I'll punish anyone who bothers my sweet little bro!"
1049007,104931,1,2,1,0.0,1,"No matter what happens, big sis will protect you! No one lays a hand on my little bro!"
1049008,104931,1,3,1,0.0,1,"I got really strong to protect you, little bro. I'm your sword, shield, and armor."
1049009,104931,1,4,1,0.0,1,"If any of those slobs give you grief, I'll give them more than just a chop!"
1049010,104931,1,5,1,0.0,1,"Even if the heavens and gods themselves allow you to be bullied, I won't."
1049011,104901,2,6,5,7.9,2,"Whenever you grow a year older,\nI'll have grown a year older too,\nso I'll always be your big sister!\nIsn't that a comforting thought?"
1049012,104931,2,6,1,0.0,1,"Happy birthday to my little bro!\nGo on, show your big sis just how grown up you've become!\n*staaaaaaare*"
1050001,105001,1,1,1,2.5,2,"Look at this magazine! Which of these outfits do you think would look better on me?"
1050002,105001,1,2,1,6.9,6,"Quick question. Can you multiply three-digit numbers? Whoa. A-and division, too?!"
1050003,105001,1,3,4,3.5,5,"You need education to be a grown woman? B-but not necessarily good grades, right?"
1050004,105001,1,4,1,5.5,2,"Kids my age are so childish. I get bored with them. So be glad I hang out with you!"
1050005,105001,1,5,2,3.4,5,"First we'll hit the cafe, then... I can see you don't know squat, so I'll just escort you!"
1050006,105031,1,1,1,0.0,1,"I'm a grown woman—I can handle a few monsters! But if you're worried, you can come."
1050007,105031,1,2,1,0.0,1,"I beat up a monster and got a treasure! But my parents said kids don't need money and took it."
1050008,105031,1,3,1,0.0,1,"Beat it, monsters! Lady Misaki's coming through! And you, you have to escort me!"
1050009,105031,1,4,1,0.0,1,"Lately we've had a lot of chances to go out together. I'm having a blast. How about you?"
1050010,105031,1,5,1,0.0,1,"Let's crush some monsters and spend the gold on dinner! B-but it's not a date!"
1050011,105001,2,6,2,9.8,6,"Happy birthday! I've got an extra special present for you: me! Huh? That's gross? But the magazine said it'd work..."
1050012,105031,2,6,1,0.0,1,"Happy birthday! I'll organize a proper grown-up's party for you. I guarantee you'll enjoy it! ♪"
1051001,105101,1,1,1,3.0,2,"Are you busy? Oh, don't be afraid. I won't do anything dangerous. You can trust me, okay?"
1051002,105101,1,2,1,2.3,5,"Want to do an experiment with me? Nothing beats the thrill of making a new discovery!"
1051003,105101,1,3,1,2.5,2,"Science is meant to benefit everyone. My goal really is to heal people, you know."
1051004,105101,1,4,5,5.4,2,"After examining you so much, I've taken an interest in you personally. Heh, heh."
1051005,105101,1,5,2,1.7,5,"Thank you for helping with my experiments. As thanks, I made a special potion for you."
1051006,105131,1,1,1,0.0,1,"Oh my, you want me to punish you? You've come around, then. I'll happily oblige!"
1051007,105131,1,2,1,0.0,1,"Tell me... what do you feel when you look at me? Fear? Hmm, that's odd..."
1051008,105131,1,3,1,0.0,1,"There's always that moment where pain turns to pleasure. Shall I demonstrate?"
1051009,105131,1,4,1,0.0,1,"I created this perfume specifically to snare you! Why does it only work on monsters?"
1051010,105131,1,5,1,0.0,1,"Oddly, when I'm with you my heart starts racing. Want to put your ear to it and listen?"
1051011,105101,2,6,5,12.8,2,"It's your birthday today, I hear? Here's your present—a potion I prepared specially. The effects? You'll find out when you drink it!"
1051012,105131,2,6,1,0.0,1,"Happy birthday! My present to you is... this special drink that will fill you with energy! Just be careful not to drink it all at once..."
1052001,105201,1,1,1,5.8,5,"I use all this muscle to work really hard at my jobs! I just worry it's not very feminine."
1052002,105201,1,2,1,7.0,9,"Look! Isn't this armor fantastic? It's stylish and it fits me like a glove. I love it!"
1052003,105201,1,3,5,0.0,5,"Come on, you're getting carried away with petting me! I just got done styling my fur!"
1052004,105201,1,4,2,4.8,1,"I'll do whatever I can to look more feminine, so that I'll always be able to stay with you."
1052005,105201,1,5,5,0.0,5,"*sigh* I wish we could walk around chatting like a normal boy and girl out on a date..."
1052006,105231,1,1,1,0.0,1,"Just because I look like this doesn't mean I shouldn't take care of my appearance. I want you to like how I look!"
1052007,105231,1,2,1,0.0,1,"Hmm? You want to feel my fluffy wool again? Okay, I'll make an exception for you."
1052008,105231,1,3,1,0.0,1,"Many people take me for a monster, but after meeting you, I learned not to let it bug me!"
1052009,105231,1,4,1,0.0,1,"Despite my looks, you treated me like a normal girl! I love how you see what's inside!"
1052010,105231,1,5,1,0.0,1,"I feel like an ordinary girl out on a lovely walk with a friend. I'm so happy!"
1052011,105201,2,6,1,7.2,9,"Happy birthday! I came up with all sorts of ideas to celebrate! Oh, gosh! Am I getting too excited?"
1052012,105231,2,6,1,0.0,1,"Happy birthday to you! ♪ I never thought I'd get to celebrate a boy's birthday like this. Feels like I'm the one that's gotten a present!"
1053001,105301,1,1,1,4.1,2,"My lad, let us give our hearts and souls for the prosperity of Weissflügel!"
1053002,105301,1,2,3,2.7,5,"I am not a child! I-I know I'm short, but I'm definitely still growing!"
1053003,105301,1,3,1,4.5,2,"Hmm? What is it? You want to train with me? Quite the admirable spirit you have there!"
1053004,105301,1,4,1,4.5,2,"A soldier always pays her debts. If there's ever something I can do for you, just name it."
1053005,105301,1,5,6,3.0,5,"B-by the way... What do you think about taking a trip to visit my home country?"
1053006,105331,1,1,1,0.0,1,"How many times must I say this? I'm not a child! Quit patting my head!"
1053007,105331,1,2,1,0.0,1,"The majesty of Weissflügel swordplay swoops down from the sky! Behold!"
1053008,105331,1,3,1,0.0,1,"You seem sluggish, my lad. Meet me out on the plains at once! It's time to train!"
1053009,105331,1,4,1,0.0,1,"I'm not a child, but I suppose I look like one to you, right? I'd like to think I don't..."
1053010,105331,1,5,1,0.0,1,"I trust you with my life. Let us fight to our last breath with the pride of soldiers!"
1053011,105301,2,6,1,8.1,2,"I hear it's your birthday today. And I couldn't be happier to celebrate such a special day together with you!"
1053012,105331,2,6,1,0.0,1,"Happy birthday! I didn't prepare a present, alas, so I'll allow you to spend the entire day with me instead. D-don't waste this opportunity, you hear?"
1054001,105401,1,1,1,1.9,5,"Now listen here, Mr. Knight.\nIf you try anything funny with my Rei, I'll make sure you regret it!"
1054002,105401,1,2,1,2.8,2,"I'm going to keep a close eye on you to make sure you don't try anything with Rei!"
1054003,105401,1,3,4,2.0,1,"Oh, just look at your clothes... Come over here a second, and I'll fix them right up for you."
1054004,105401,1,4,4,4.8,6,"So, um... about you and Rei...\nI'm guessing you do feel something special for...\nN-no, forget it! I said nothing!"
1054005,105401,1,5,5,6.5,6,"Why do you keep being nice to me after I treated you so awfully? Don't tell me... you want me to tie you up again?!"
1054006,105431,1,1,1,0.0,1,"I can handle any number of these monsters, as long as you're here by my side! ...Not that I mean anything weird by that!"
1054007,105431,1,2,1,0.0,1,"You're getting a little close there. Back off a little, would you?\nUnless you want to become the new outlet for my daily stress!"
1054008,105431,1,3,1,0.0,1,"If I have any materials left over,\nI guess I could make a little something for you, too.\nLet's see... What would you like?"
1054009,105431,1,4,1,0.0,1,"Have you been... getting along well with Rei as usual?\n...What?! I was just curious!"
1054010,105431,1,5,1,0.0,1,"Tell me, is there anything you need me to help you with?\nJust this once, I'll do it for free!"
1054011,105401,2,6,1,5.3,5,"I-it's your birthday today, right?\nI suppose I should wish you a happy one! ...Why do you care how I found out the date?!"
1054012,105431,2,6,1,0.0,1,"H-happy birthday, Mr. Knight...\nIt's your special day of the year! Here... take this handkerchief. What?! It's a present, obviously!"
1055001,105501,1,1,1,2.5,5,"*staaaaaare* ...Ah!\nH-hello there!\nN-no, I wasn't, um, looking at anything in particular..."
1055002,105501,1,2,6,4.7,5,"Awawahhh! I-it's you!\nU-um, v-very wine feather we're having today! Ahh, I flubbed it...\nThis is so embarrassing..."
1055003,105501,1,3,6,3.6,4,"Oh! H-hello!\nI d-definitely wasn't\nfollowing you or anything!\nI was just, um... watching..."
1055004,105501,1,4,6,5.7,5,"Um, um, um... E-excuse me!\nWould you like to g-go out sometime, for l-lun...\nN-no, I can't say iiiit!"
1055005,105501,1,5,2,5.4,5,"Um, I... I promise I'll thank you properly someday, so...\nP-please wait for me until then!"
1055006,105531,1,1,1,0.0,1,"Thank you for letting a nobody like me help you with an important job like defeating monsters! I'll d-do my best!"
1055007,105531,1,2,1,0.0,1,"I'm still scared of fighting,\nbut when you're here with me,\nI feel much more powerful!"
1055008,105531,1,3,1,0.0,1,"S-stay back and leave this to me!\nI-I'll take care of the m-monsters all by myse— Urgh...\nPlease back me up after all..."
1055009,105531,1,4,1,0.0,1,"You're always helping me when I'm in trouble, so now it's my turn to help you! I... I want to repay you for everything!"
1055010,105531,1,5,1,0.0,1,"You and me, fighting together...\nW-we make a great team, huh?!\nEhehehe... Like real partners..."
1055011,105501,2,6,2,8.8,5,"U-um... Listen! I want to wish\nyou a very happy birthday!\nPlease let me celebrate with you!\n...Ahhh, I actually said it!"
1055012,105531,2,6,1,0.0,1,"H-happy birthday to you!\nLook, I b-brought a p-present!\nI just know these clothes will suit you! Next up, I got your favorite..."
1056001,105601,1,1,1,5.2,2,"I get myself wrapped up in trouble more than I'd like to admit. But don't be afraid to ask if you need anything, okay?"
1056002,105601,1,2,2,4.4,1,"Work's done for now, so I think it's time to go fishing. How about you join me?"
1056003,105601,1,3,2,8.3,5,"Good timing! Dealing with some hoodlums earned me a bit of extra change, so come join me for a drink."
1056004,105601,1,4,6,2.7,1,"You want me to quit hugging you? Sorry, but you're to blame for being so cool."
1056005,105601,1,5,1,5.0,2,"You sure are gutsy for someone that looks so timid. I hope you'll have my back next time something goes down."
1056006,105631,1,1,1,0.0,1,"There's something nice about drawing my blade for your sake. No reason to hold back, I'd say!"
1056007,105631,1,2,1,0.0,1,"You're going to regret making me draw both swords at once. I hope you're ready for what's coming!"
1056008,105631,1,3,1,0.0,1,"How many people do I need to deal with here? I just want to wrap this up quickly and relax..."
1056009,105631,1,4,1,0.0,1,"You want to lend me a hand? That'd be a big help! Let's get this wrapped up nice and quick!"
1056010,105631,1,5,1,0.0,1,"You're the only person I trust to have my back. I'll be relying on you from here on out."
1056011,105601,2,6,1,3.3,2,"I heard it's your birthday today. And you know what that means! Today's on me, so let's go all out!"
1056012,105631,2,6,1,0.0,1,"Happy birthday! I got my hands on a neat fishing rod, so you can have it. Let's go fishing together soon, okay?"
1057001,105701,1,1,1,3.2,2,"Let's do our best as fellow skyfarers! Don't hesitate to ask if you ever need anything!"
1057002,105701,1,2,1,3.0,2,"Shall we train together? We'll get better results working together, right?"
1057003,105701,1,3,1,0.0,1,"Once we have our airship, let's tour the entire continent of Astraea."
1057004,105701,1,4,2,3.7,5,"With you beside me, I have nothing to fear! ...What? I'm serious!"
1057005,105701,1,5,1,4.0,6,"Hey there, first officer! I'm talking to you! Or should I stick to calling you by name?"
1057006,105731,1,1,1,0.0,1,"Time to show you how my training has paid off! Here goes!"
1057007,105731,1,2,1,0.0,1,"To protect those I care about, I will fight!"
1057008,105731,1,3,1,0.0,1,"I train hard each day for our adventures! No one will ever beat me!"
1057009,105731,1,4,1,0.0,1,"As captain, I won't let you lay a single finger on my friends! You're going to have to face me!"
1057010,105731,1,5,1,0.0,1,"I feel like I can overcome any kind of obstacle with you around!"
1057011,105701,2,6,2,4.0,1,"Your birthday's today, right? Congrats! Let's have a big celebration!"
1057012,105731,2,6,1,0.0,1,"Happy birthday! Let's throw a party! And if there's anything you want, I'll get it for you as a present!"
1058001,105801,1,1,1,3.0,2,"Eheheh, I'm getting pretty attached to this ""Pecorine"" nickname."
1058002,105801,1,2,6,3.2,2,"Are you not a fan of cooked monster? Personally, I love it."
1058003,105801,1,3,4,2.5,7,"Grrrrr... M-my stomach's growling. H-hey, don't laugh!"
1058004,105801,1,4,2,2.1,1,"Let's get some food! Everyone becomes friends after sharing a meal, right?"
1058005,105801,1,5,1,2.2,5,"Are you giving me food? Wow, I think I might be in love!"
1058006,105831,1,1,1,0.0,1,"Are you hungry? How about you and I go get something to eat?"
1058007,105831,1,2,1,0.0,1,"We mustn't waste food. Well, with me around it's not like there will ever be any leftovers..."
1058008,105831,1,3,1,0.0,1,"What kind of food do I like? Let's see... ""All you can eat"" and ""all you can drink""!"
1058009,105831,1,4,1,0.0,1,"Eating alone with a boy\nmakes me all nervous!\nHow crazy is that?! ☆"
1058010,105831,1,5,1,0.0,1,"What type of men do I like? Well, the type of men who don't waste food!"
1058011,105801,2,6,2,4.5,1,"Today's your birthday, huh! Congrats! How about we eat a huge, custom-made cake on your special day?"
1058012,105831,2,6,1,0.0,1,"Happy birthday! ☆\nI'll be here to celebrate with you next year, too. ♪\nI double pinky swear!"
1059001,105901,1,1,1,2.0,2,"As your guide, it is my duty to support you at every turn."
1059002,105901,1,2,1,3.7,2,"My lord, are you hungry? Having a full stomach is the first step to everything."
1059003,105901,1,3,6,2.3,2,"You appear tired. Your well-being is my duty. If you need anything at all, please ask."
1059004,105901,1,4,5,0.0,5,"It fills me with joy to be serving someone as kind as you, my lord."
1059005,105901,1,5,2,0.0,2,"Please treat me as you would your own bride. ♪"
1059006,105931,1,1,1,0.0,1,"I've communed with the spirits since I was young, preparing for your arrival. Please make good use of me."
1059007,105931,1,2,1,0.0,1,"It seems your gaze makes the spirits feel good as well. ♪"
1059008,105931,1,3,1,0.0,1,"I shall be one with the natural world in serving you, my lord."
1059009,105931,1,4,1,0.0,1,"I have been looking forward to seeing to your needs since I was a child, my lord."
1059010,105931,1,5,1,0.0,1,"Please summon me if you ever require something. I shall fulfill your desire with all my body and soul."
1059011,105901,2,6,5,11.3,2,"Happy birthday! ♪ Happy birthday! ♪ I just can't say it enough. Happy birthday, my lord. ♪"
1059012,105931,2,6,1,0.0,1,"My lord, your special day is my most precious day, too.\nFrom the bottom of my heart, happy birthday. ♪"
1060001,106001,1,1,1,3.5,2,"So you say you saved me, huh? Whatever. I guess I'll say thanks, just in case."
1060002,106001,1,2,5,0.0,5,"Don't be so chummy when you talk to me! We're not friends. We're not anything!"
1060003,106001,1,3,3,6.5,5,"Erase your presence and observe him... Eek! Argh, why do I always get spotted?!"
1060004,106001,1,4,4,6.0,2,"It must be tough with your amnesia and all. But I'll take care of you, so be grateful. ♪"
1060005,106001,1,5,5,5.0,2,"Honestly, you and I really shouldn't be getting so close. But it's fun, so who cares?"
1060006,106031,1,1,1,0.0,1,"S-so you saw my secret magic practice session. Fine, then! You're helping me with my training!"
1060007,106031,1,2,1,0.0,1,"Isn't my magic amazing? Heh heh. That's right, keep the compliments coming!"
1060008,106031,1,3,1,0.0,1,"Perfect! I'm really getting good at this. I guess I just needed to put in the work!"
1060009,106031,1,4,1,0.0,1,"Spectacular, right? Until recently I was a total beginner. Hey, act a little surprised!"
1060010,106031,1,5,1,0.0,1,"I'm decent at healing magic, too. If by some chance you get hurt, I can probably save you."
1060011,106001,2,6,1,8.9,5,"Oh, it's your birthday? Talk about a weird coincidence. I've got a cake here, so let's eat it together. It really is a coincidence! I swear!"
1060012,106031,2,6,1,0.0,1,"You better appreciate that birthday present! Especially because I'll be dead meat if word gets out that I gave you one..."
1061001,106101,1,1,6,2.2,2,"Hmm? Oh, hey, it's you!\nSo what, didja want something?\nYou better let me know if you ever need my help!"
1061002,106101,1,2,1,5.8,2,"All of your memories, gone...\nWell, I hope they come back soon! I'll keep an eye out for any medicines that might help!"
1061003,106101,1,3,2,0.0,2,"You gotta power me up with that Princess Knight ability! When we were enemies, I was always kinda jealous of how cool it looked."
1061004,106101,1,4,1,2.9,2,"Up until recently, I had more worries than I knew what to do with, but I'm fine now! 'Cause you and the guys are here for me!"
1061005,106101,1,5,1,5.1,3,"You and me were enemies once, but we're totally past all that now, right? So I'm sure there's still hope for me and Octo, too..."
1061006,106131,1,1,1,0.0,1,"Outta the way! I'm coming through! Anyone who stands in my path gets a taste of my blade!"
1061007,106131,1,2,1,0.0,1,"A brand new Spiresbane Blade, huh... No matter who I'm up against, with this weapon in hand, I can't lose! Bring it on!"
1061008,106131,1,3,1,0.0,1,"I'm done with running and hiding! No matter how hard it gets, I'll fight to the bitter end! That's the decision I've made!"
1061009,106131,1,4,1,0.0,1,"Hahahah! Step aside, weaklings! Make way for the great Novem!"
1061010,106131,1,5,1,0.0,1,"I finally managed to make friends with you... Now if only I could slap some sense into Octo, so he can fight by our side as well!"
1061011,106101,2,6,2,2.1,5,"Hey, it's your birthday!\nI'm not used to getting presents for people, though...\nWhat kinda stuff do you like?"
1061012,106131,2,6,1,0.0,1,"Happy birthday! C'mon, let's buy an awesome cake! Just this once, it's on me! Yeah, it'll be a cold day in hell tomorrow for sure!"
1063001,106301,1,1,6,5.8,1,"Landosol's amazing. It's so huge, with so much to do! Totally the opposite of my village."
1063002,106301,1,2,2,5.3,1,"My village is a nice place. There's really nothing there, but I know you'd like it!"
1063003,106301,1,3,6,6.1,2,"You kinda remind me of Losaria. Like, for example, I feel relaxed when we're together."
1063004,106301,1,4,5,5.7,2,"When we're together, my heart races and my chest gets tight. But, like, in a good way."
1063005,106301,1,5,5,4.1,2,"Being with you makes my heart flutter... But it also puts me at ease."
1063006,106331,1,1,1,0.0,1,"I'll be a forest guardian one day! Along with Losaria,  of course!"
1063007,106331,1,2,1,0.0,1,"Landosol may be a big city, but the scent of the air kinda reminds me of home."
1063008,106331,1,3,1,0.0,1,"There are fairies all over my village! I really wanna show you someday."
1063009,106331,1,4,1,0.0,1,"Being with you makes me feel so funny inside. Excited, but calm. Relaxed, but nervous."
1063010,106331,1,5,1,0.0,1,"I'm having a lot more fun here than back in the forest. I'm sure it's all thanks to you!"
1063011,106301,2,6,5,4.9,2,"Here! I made this for you! Just don't expect much... I can feed it to you, too, if you'd like..."
1063012,106331,2,6,1,0.0,1,"I'm really curious to see what you'll be like when you're older. Excited, even! Ehehe. Happy birthday!"
1071001,107101,1,1,1,5.8,2,"Tedious debates are no fun at all!\nI prefer to resolve things in a much more simple way: with an all-out battle to the death! ☆"
1071002,107101,1,2,4,2.5,1,"This world is full of interminable irritations. Don't you think it's better to live a wild and honest life, true to your own desires?"
1071003,107101,1,3,1,3.1,4,"Strength can be a blessing and a curse. It's hard to find a thrilling struggle when barely anyone can come close to matching me."
1071004,107101,1,4,1,8.5,2,"I bet the men who failed to touch my chest would resent your unwitting success. But fear not! They met with an early demise."
1071005,107101,1,5,1,6.8,5,"I'll spare no effort to ensure your married life with me is a happy one. You see? Aren't I just the sweetest blushing bride?"
1071006,107131,1,1,1,0.0,1,"Of course I'm not insane.\nHuman lives are fragile and fleeting... I'm just making the most of mine while I still can!"
1071007,107131,1,2,1,0.0,1,"Let's dance a merry jig\nin the pools of blood that\ngarnish the battlefield.\nCome now, take my hand!"
1071008,107131,1,3,1,0.0,1,"Geas or no geas, I'm not wooing you against my will. This is the path I chose. You touched me, and that makes you worthy!"
1071009,107131,1,4,1,0.0,1,"Do you have any exciting news that will set my heart racing?\nIf not, I'll just have to spark the flames of conflict myself!"
1071010,107131,1,5,1,0.0,1,"You want to see more of my childhood photos? Please don't tell me you really are only interested in younger girls..."
1071011,107101,2,6,1,9.1,2,"So, you aged another year today? Take this a gift as a consolation for your loss. Here's hoping you'll entertain me for years to come!"
1071012,107131,2,6,1,0.0,1,"A very happy birthday! I'm glad to share this special day with you!\nNow, I don't suppose you're ready to swear our solemn geas?"
1075001,107501,1,1,1,2.2,2,"I got myself a new swimsuit! Well? Does it suit me?"
1075002,107501,1,2,1,0.0,1,"This swimsuit's surprisingly suited for physical activity! I might be able to take a dip in the ocean and fish up some stuff!"
1075003,107501,1,3,2,0.0,2,"Let's play some beach sports, like beach volleyball or beach flags! Don't think I'll go easy on you, though!"
1075004,107501,1,4,5,4.3,2,"You'll never be able to take your eyes off me while I'm wearing this! Haha, just kidding!"
1075005,107501,1,5,1,5.0,2,"It'd be a waste not to make the most of this trip now that I've got myself a nice swimsuit. The more fun memories, the better!"
1075006,107531,1,1,1,0.0,1,"Oof, you got me good! The water's so salty, too! Don't think you'll get away with this, you little scoundrel!"
1075007,107531,1,2,1,0.0,1,"The calm, blue sea! A gleaming white beach! The radiant sunshine! Plus, a whole load of tasty seafood! If this isn't heaven, then I don't know what is!"
1075008,107531,1,3,1,0.0,1,"The water here's just so pleasant. Honestly, this has to be the most fulfilling summer of my life!"
1075009,107531,1,4,1,0.0,1,"Ehehe. ♪ Spending time with you at the beach feels so new and exciting! This is what youth is all about!"
1075010,107531,1,5,1,0.0,1,"Don't worry. If my swimsuit gets swept away, I'll just hug you to keep myself nice and hidden!"
1075011,107501,2,6,2,2.6,5,"Happy birthday! Let's have a seafood party for you! I'll bring the fish, the shrimp, the crab, the shellfish, and..."
1075012,107531,2,6,1,0.0,1,"Never thought I'd be spending your birthday in a swimsuit! But it's kind of thrilling, to be honest! Today's your special day, so let's make the absolute most of it together!"
1076001,107601,1,1,1,4.8,5,"Our friends at the Orphanage chose this swimsuit for me...\nDoes it look all right, I wonder?"
1076002,107601,1,2,1,0.0,1,"My lord, if you would not mind,\nI would like to practice our swimming technique together."
1076003,107601,1,3,2,0.0,2,"My lord, I have heard tell\nof something known as a ""sandcastle."" Would you help\nme to build one of my own?"
1076004,107601,1,4,5,0.0,5,"It does embarrass me a little\nto show so much skin...\nI would rather only wear this\nin front of you, my lord."
1076005,107601,1,5,1,4.2,2,"Could you help me to apply\nthis sunscreen, my lord?\nYou are the only one I can trust\nto care for my skin."
1076006,107631,1,1,1,0.0,1,"My lord... No matter the location,\nI will always stay by your side. Please do not let go of my hand."
1076007,107631,1,2,1,0.0,1,"Look, my lord!\nThe fish are so close, I could\nreach out and touch them!\nWhat a truly magical sight..."
1076008,107631,1,3,1,0.0,1,"If we surrender ourselves to the currents, where might they carry us off to? With you by my side,\nI would not mind finding out."
1076009,107631,1,4,1,0.0,1,"I hope the two of us can always remain together, visiting the same places and admiring the same wondrous sights."
1076010,107631,1,5,1,0.0,1,"The two of us are alone in these vast ocean waters. At least for this moment, I have you all to myself."
1076011,107601,2,6,2,0.0,2,"Back in my forest home, I never dreamed that I would one day celebrate my lord's birthday in the ocean. So this is true happiness..."
1076012,107631,2,6,1,0.0,1,"The sky and sea are sparkling...\nIt's as though the world itself is celebrating the day of your birth, my lord. It fills my heart with joy."
1077001,107701,1,1,1,2.8,5,"Working's just so fun! Even more so when it's with you! ♪"
1077002,107701,1,2,1,2.9,2,"What's that? You'd like to go for a swim during your break time? Feel free! In fact, let me join you!"
1077003,107701,1,3,4,6.2,2,"I'm too much of a klutz to ever make a proper sand castle, so... Would you mind making one with me? Thank you! ♪"
1077004,107701,1,4,1,4.2,2,"I'm glad you think my swimsuit looks good on me, but, well... It's kind of embarrassing if you stare at me that much!"
1077005,107701,1,5,1,4.7,5,"Are you busy right now? If not, then... D-do you mind if I stay by your side for a bit?"
1077006,107731,1,1,1,0.0,1,"Oh no, I didn't realize there were fireworks here! Please stay back, children! It's dangerous! Wahhh! That's hot!"
1077007,107731,1,2,1,0.0,1,"The fireworks are pretty, yes, but there are more pressing matters here! Someone help me!"
1077008,107731,1,3,1,0.0,1,"Doing this with everyone is so much fun! For my next trick, I'll dual wield these fireworks! ♪"
1077009,107731,1,4,1,0.0,1,"I wonder if people see us as a couple like this? Just kidding. Ehehe. ☆"
1077010,107731,1,5,1,0.0,1,"W-would you mind if I offered to serve you, too? W-wait, ignore that! Please!"
1077011,107701,2,6,1,8.6,6,"Happy birthday! ♪ This cake's for you! It's made of shaved ice, with plenty of cream and a big strawbe— Oh no! It's melting!"
1077012,107731,2,6,1,0.0,1,"Happy birthday! ♪ Today's a special day, so I'll be your maid and your maid alone. But keep it a secret from milady. Ehehe."
1078001,107801,1,1,1,5.8,5,"You think this suits me? I don't remember asking for your opinion. But, well... Thanks."
1078002,107801,1,2,1,2.0,2,"I have so been waiting for this! I'm gonna go all out, so you better be ready!"
1078003,107801,1,3,1,4.3,2,"This swim ring's super cute, isn't it? It's real comfy, too. I'll even give you a turn, if you insist."
1078004,107801,1,4,1,5.6,5,"Never a dull moment with you, if I'm being honest. ...You wanna know what that's supposed to mean? Well, uh... It's fun being with you!"
1078005,107801,1,5,1,3.7,2,"I'm cool hanging out just the two of us, you know. And hey. It's not like you have a choice in the matter. ♪"
1078006,107831,1,1,1,0.0,1,"H-hey. There's a hole in my swim ring, isn't there? There is! And there's monsters here, to boot! Argh! Get away, get away!"
1078007,107831,1,2,1,0.0,1,"Quit eyeing my juice like that, will you? Fine, fine. You can have some. But just a sip."
1078008,107831,1,3,1,0.0,1,"Nothing better than a good drink after working up a sweat. Ahh. Simply delicious. ♪"
1078009,107831,1,4,1,0.0,1,"You're looking pretty exhausted. Wanna hop on my swim ring and chill out together?"
1078010,107831,1,5,1,0.0,1,"Honestly, this is one of those times I feel like I'm genuinely happy. And I think it's all because of you. Um... Th-thank— Actually, never mind!"
1078011,107801,2,6,2,5.9,1,"Happy birthday! It's your special day, so let's forget everything and let loose! ☆ And we've got a beach right here, too!"
1078012,107831,2,6,1,0.0,1,"Having a birthday party on the ocean is real fancy, isn't it? Cheers to you, and happy birthday!"
1079001,107901,1,1,6,0.0,1,"What's up?\nDoes the sight of my swimsuit make your heart start purring?"
1079002,107901,1,2,1,4.3,2,"What am I doing? Getting ready to make taiyaki, of course!\nWe've got a business to run here!"
1079003,107901,1,3,1,6.2,2,"You want to lend a paw?\nMuch a-purr-eciated!\nAs thanks, I'll let you touch... Myahaha! Just kidding!"
1079004,107901,1,4,1,3.4,6,"I can't stand the water,\nso let's play on the sand!\nMyah?! The waves are closing in!"
1079005,107901,1,5,1,4.1,4,"You can't beat the sea as a source of tasty treats! If only it didn't have... all that nyasty water..."
1079006,107931,1,1,1,0.0,1,"Yakisoba noodles, shaved ice, taiyaki... Beach cafes are a treasure trove of tasty snyacks!"
1079007,107931,1,2,1,0.0,1,"Come one, come all,\nto our beach cafe!\nNyow with a new sweet treat\nyou won't find anywhere else!"
1079008,107931,1,3,1,0.0,1,"You don't want to miss out on this summer's exclusive dessert! Experience a flavor like you've nyever tasted before!"
1079009,107931,1,4,1,0.0,1,"You want to try a bite?\nGo on, say ""myaaaah""!"
1079010,107931,1,5,1,0.0,1,"You've done nyothing but help\nme out this whole summer.\nYou're the world's best partner!"
