quest_id,event_id,area_id,quest_seq,quest_name,position_x,position_y,icon_id,stamina,stamina_start,team_exp,unit_exp,love,limit_time,daily_limit,clear_reward_group,rank_reward_group,drop_reward_type,drop_reward_id,drop_reward_num,drop_reward_odds,background_1,wave_bgm_sheet_id_1,wave_bgm_que_id_1,story_id_wavestart_1,story_id_waveend_1,background_2,wave_bgm_sheet_id_2,wave_bgm_que_id_2,story_id_wavestart_2,story_id_waveend_2,background_3,wave_bgm_sheet_id_3,wave_bgm_que_id_3,story_id_wavestart_3,story_id_waveend_3,quest_detail_bg_id,quest_detail_bg_position,start_time,end_time
10009108,10009,10009101,8,"Sarendia Orphanage 1-8",-146,-92,100290,9,1,9,135,9,90,0,610009108,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009109,10009,10009101,9,"Sarendia Orphanage 1-9",-81,56,100280,9,1,9,135,9,90,0,610009109,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009110,10009,10009101,10,"Sarendia Orphanage 1-10",147,73,100290,9,1,9,135,9,90,0,610009110,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009111,10009,10009101,11,"Sarendia Orphanage 1-11",335,78,100280,10,1,10,150,10,90,0,610009111,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009112,10009,10009101,12,"Sarendia Orphanage 1-12",186,-102,100290,10,1,10,150,10,90,0,610009112,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009113,10009,10009101,13,"Sarendia Orphanage 1-13",415,-100,100280,10,1,10,150,10,90,0,610009113,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009114,10009,10009101,14,"Sarendia Orphanage 1-14",530,82,100290,10,1,10,150,10,90,0,610009114,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009115,10009,10009101,15,"Sarendia Orphanage 1-15",626,-98,100280,10,1,10,150,10,90,0,610009115,610009123,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009201,10009,10009201,16,"Landosol City 1-1",-500,-194,100300,16,2,16,240,16,90,3,610009116,610009121,2,31085,1,28,101361,bgm_M41,bgm_M41,0,0,101362,bgm_M41,bgm_M41,0,0,101363,bgm_M41,bgm_M41,0,0,101361,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009202,10009,10009201,17,"Landosol City 1-2",-280,-70,100310,16,2,16,240,16,90,3,610009117,610009121,2,31029,1,28,101361,bgm_M41,bgm_M41,0,0,101362,bgm_M41,bgm_M41,0,0,101363,bgm_M41,bgm_M41,0,0,101361,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009203,10009,10009201,18,"Landosol City 1-3",-86,50,100300,18,2,18,270,18,90,3,610009118,610009121,2,31085,1,29,101361,bgm_M41,bgm_M41,0,0,101362,bgm_M41,bgm_M41,0,0,101363,bgm_M41,bgm_M41,0,0,101361,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009204,10009,10009201,19,"Landosol City 1-4",44,-113,100310,18,2,18,270,18,90,3,610009119,610009121,2,31029,1,29,101361,bgm_M41,bgm_M41,0,0,101362,bgm_M41,bgm_M41,0,0,101363,bgm_M41,bgm_M41,0,0,101361,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009205,10009,10009201,20,"Landosol City 1-5",210,25,100300,20,2,20,300,20,90,3,610009120,610009121,2,31085,1,30,101361,bgm_M41,bgm_M41,0,0,101362,bgm_M41,bgm_M41,0,0,101363,bgm_M41,bgm_M41,0,0,101361,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10010101,10010,10010101,1,"Temple Trail 1-1",-460,-751,100330,8,1,8,120,8,90,0,610010101,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010102,10010,10010101,2,"Temple Trail 1-2",12,-605,100330,8,1,8,120,8,90,0,610010102,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010103,10010,10010101,3,"Temple Trail 1-3",270,-491,100330,8,1,8,120,8,90,0,610010103,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010104,10010,10010101,4,"Temple Trail 1-4",390,-300,100330,8,1,8,120,8,90,0,610010104,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010105,10010,10010101,5,"Temple Trail 1-5",78,-272,100330,8,1,8,120,8,90,0,610010105,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010106,10010,10010101,6,"Temple Trail 1-6",-208,-265,100330,9,1,9,135,9,90,0,610010106,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010107,10010,10010101,7,"Temple Trail 1-7",-299,-112,100330,9,1,9,135,9,90,0,610010107,610010122,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010108,10010,10010101,8,"Temple Trail 1-8",-68,-57,100320,9,1,9,135,9,90,0,610010108,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010109,10010,10010101,9,"Temple Trail 1-9",21,106,100320,9,1,9,135,9,90,0,610010109,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010110,10010,10010101,10,"Temple Trail 1-10",236,185,100320,9,1,9,135,9,90,0,610010110,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010111,10010,10010101,11,"Temple Trail 1-11",300,339,100320,10,1,10,150,10,90,0,610010111,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010112,10010,10010101,12,"Temple Trail 1-12",54,431,100320,10,1,10,150,10,90,0,610010112,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010113,10010,10010101,13,"Temple Trail 1-13",-212,500,100320,10,1,10,150,10,90,0,610010113,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010114,10010,10010101,14,"Temple Trail 1-14",-21,639,100320,10,1,10,150,10,90,0,610010114,610010121,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010115,10010,10010101,15,"Temple Trail 1-15",222,711,100320,10,1,10,150,10,90,0,610010115,610010123,0,0,0,0,101461,bgm_M41,bgm_M41,0,0,101462,bgm_M41,bgm_M41,0,0,101463,bgm_M41,bgm_M41,0,0,101461,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010201,10010,10010201,16,"Temple Trail 1-1",-450,-84,100320,16,2,16,240,16,90,3,610010116,610010121,2,31089,1,28,101481,bgm_M41,bgm_M41,0,0,101482,bgm_M41,bgm_M41,0,0,101483,bgm_M41,bgm_M41,0,0,101481,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010202,10010,10010201,17,"Temple Trail 1-2",-189,-174,100320,16,2,16,240,16,90,3,610010117,610010121,2,31002,1,28,101481,bgm_M41,bgm_M41,0,0,101482,bgm_M41,bgm_M41,0,0,101483,bgm_M41,bgm_M41,0,0,101481,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010203,10010,10010201,18,"Temple Trail 1-3",19,-67,100320,18,2,18,270,18,90,3,610010118,610010121,2,31089,1,29,101481,bgm_M41,bgm_M41,0,0,101482,bgm_M41,bgm_M41,0,0,101483,bgm_M41,bgm_M41,0,0,101481,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010204,10010,10010201,19,"Temple Trail 1-4",203,-115,100320,18,2,18,270,18,90,3,610010119,610010121,2,31002,1,29,101481,bgm_M41,bgm_M41,0,0,101482,bgm_M41,bgm_M41,0,0,101483,bgm_M41,bgm_M41,0,0,101481,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10010205,10010,10010201,20,"Temple Trail 1-5",444,9,100320,20,2,20,300,20,90,3,610010120,610010121,2,31089,1,30,101481,bgm_M41,bgm_M41,0,0,101482,bgm_M41,bgm_M41,0,0,101483,bgm_M41,bgm_M41,0,0,101481,0,"2021/12/20 23:00:00","2022/01/07 22:59:59"
10011101,10011,10011101,1,"Landosol City 1-1",-555,80,100190,8,1,8,120,8,90,0,610011101,610011121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011102,10011,10011101,2,"Landosol City 1-2",-366,-145,100200,8,1,8,120,8,90,0,610011102,610011121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011103,10011,10011101,3,"Landosol City 1-3",-66,-20,100190,8,1,8,120,8,90,0,610011103,610011121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011104,10011,10011101,4,"Landosol City 1-4",206,-75,100200,8,1,8,120,8,90,0,610011104,610011121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011105,10011,10011101,5,"Landosol City 1-5",458,37,100190,8,1,8,120,8,90,0,610011105,610011121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011106,10011,10011102,6,"Kitchen Stadium 1-6",-930,-146,100340,9,1,9,135,9,90,0,610011106,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011107,10011,10011102,7,"Kitchen Stadium 1-7",-732,-3,100350,9,1,9,135,9,90,0,610011107,610011122,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011108,10011,10011102,8,"Kitchen Stadium 1-8",-573,-171,100360,9,1,9,135,9,90,0,610011108,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011109,10011,10011102,9,"Kitchen Stadium 1-9",-388,-43,100340,9,1,9,135,9,90,0,610011109,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011110,10011,10011102,10,"Kitchen Stadium 1-10",-230,77,100350,9,1,9,135,9,90,0,610011110,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011111,10011,10011102,11,"Kitchen Stadium 1-11",-68,-48,100360,10,1,10,150,10,90,0,610011111,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011112,10011,10011102,12,"Kitchen Stadium 1-12",128,-82,100340,10,1,10,150,10,90,0,610011112,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011113,10011,10011102,13,"Kitchen Stadium 1-13",313,35,100350,10,1,10,150,10,90,0,610011113,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011114,10011,10011102,14,"Kitchen Stadium 1-14",500,-76,100360,10,1,10,150,10,90,0,610011114,610011121,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011115,10011,10011102,15,"Kitchen Stadium 1-15",630,58,100340,10,1,10,150,10,90,0,610011115,610011123,0,0,0,0,101541,bgm_M41,bgm_M41,0,0,101542,bgm_M41,bgm_M41,0,0,101543,bgm_M41,bgm_M41,0,0,101541,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011201,10011,10011201,16,"Kitchen Stadium 1-1",-520,-130,100340,16,2,16,240,16,90,3,610011116,610011121,2,31090,1,28,101551,bgm_M41,bgm_M41,0,0,101552,bgm_M41,bgm_M41,0,0,101553,bgm_M41,bgm_M41,0,0,101551,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011202,10011,10011201,17,"Kitchen Stadium 1-2",-314,-3,100350,16,2,16,240,16,90,3,610011117,610011121,2,31011,1,28,101551,bgm_M41,bgm_M41,0,0,101552,bgm_M41,bgm_M41,0,0,101553,bgm_M41,bgm_M41,0,0,101551,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011203,10011,10011201,18,"Kitchen Stadium 1-3",-105,-130,100360,18,2,18,270,18,90,3,610011118,610011121,2,31090,1,29,101551,bgm_M41,bgm_M41,0,0,101552,bgm_M41,bgm_M41,0,0,101553,bgm_M41,bgm_M41,0,0,101551,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011204,10011,10011201,19,"Kitchen Stadium 1-4",105,-83,100340,18,2,18,270,18,90,3,610011119,610011121,2,31011,1,29,101551,bgm_M41,bgm_M41,0,0,101552,bgm_M41,bgm_M41,0,0,101553,bgm_M41,bgm_M41,0,0,101551,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10011205,10011,10011201,20,"Kitchen Stadium 1-5",274,0,100350,20,2,20,300,20,90,3,610011120,610011121,2,31090,1,30,101551,bgm_M41,bgm_M41,0,0,101552,bgm_M41,bgm_M41,0,0,101553,bgm_M41,bgm_M41,0,0,101551,0,"2022/01/18 23:00:00","2022/02/05 22:59:59"
10012101,10012,10012101,1,"Landosol City 1-1",-1040,-155,100200,8,1,8,120,8,90,0,610012101,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012102,10012,10012101,2,"Landosol City 1-2",-927,10,100190,8,1,8,120,8,90,0,610012102,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012103,10012,10012101,3,"Landosol City 1-3",-777,-65,100190,8,1,8,120,8,90,0,610012103,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012104,10012,10012101,4,"Landosol City 1-4",-604,-128,100190,8,1,8,120,8,90,0,610012104,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012105,10012,10012101,5,"Landosol City 1-5",-509,60,100190,8,1,8,120,8,90,0,610012105,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012106,10012,10012101,6,"Landosol City 1-6",-409,-65,100200,9,1,9,135,9,90,0,610012106,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012107,10012,10012101,7,"Landosol City 1-7",-254,-107,100200,9,1,9,135,9,90,0,610012107,610012122,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012108,10012,10012101,8,"Landosol City 1-8",-88,-34,100200,9,1,9,135,9,90,0,610012108,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012109,10012,10012101,9,"Landosol City 1-9",50,81,100190,9,1,9,135,9,90,0,610012109,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012110,10012,10012101,10,"Landosol City 1-10",258,32,100190,9,1,9,135,9,90,0,610012110,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012111,10012,10012101,11,"Landosol City 1-11",380,-107,100190,10,1,10,150,10,90,0,610012111,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012112,10012,10012101,12,"Landosol City 1-12",484,20,100200,10,1,10,150,10,90,0,610012112,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012113,10012,10012101,13,"Landosol City 1-13",642,103,100200,10,1,10,150,10,90,0,610012113,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012114,10012,10012101,14,"Landosol City 1-14",700,-100,100190,10,1,10,150,10,90,0,610012114,610012121,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012115,10012,10012101,15,"Landosol City 1-15",912,-90,100190,10,1,10,150,10,90,0,610012115,610012123,0,0,0,0,101581,bgm_M41,bgm_M41,0,0,101582,bgm_M41,bgm_M41,0,0,101583,bgm_M41,bgm_M41,0,0,101581,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012201,10012,10012201,16,"Landosol City 1-1",-500,50,100190,16,2,16,240,16,90,3,610012116,610012121,2,31043,1,28,101591,bgm_M41,bgm_M41,0,0,101592,bgm_M41,bgm_M41,0,0,101593,bgm_M41,bgm_M41,0,0,101591,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012202,10012,10012201,17,"Landosol City 1-2",-280,-60,100190,16,2,16,240,16,90,3,610012117,610012121,2,31008,1,28,101591,bgm_M41,bgm_M41,0,0,101592,bgm_M41,bgm_M41,0,0,101593,bgm_M41,bgm_M41,0,0,101591,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012203,10012,10012201,18,"Landosol City 1-3",-90,80,100200,18,2,18,270,18,90,3,610012118,610012121,2,31043,1,29,101591,bgm_M41,bgm_M41,0,0,101592,bgm_M41,bgm_M41,0,0,101593,bgm_M41,bgm_M41,0,0,101591,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012204,10012,10012201,19,"Landosol City 1-4",160,20,100200,18,2,18,270,18,90,3,610012119,610012121,2,31008,1,29,101591,bgm_M41,bgm_M41,0,0,101592,bgm_M41,bgm_M41,0,0,101593,bgm_M41,bgm_M41,0,0,101591,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10012205,10012,10012201,20,"Landosol City 1-5",310,-110,100190,20,2,20,300,20,90,3,610012120,610012121,2,31043,1,30,101591,bgm_M41,bgm_M41,0,0,101592,bgm_M41,bgm_M41,0,0,101593,bgm_M41,bgm_M41,0,0,101591,0,"2022/02/14 23:00:00","2022/03/05 22:59:59"
10013101,10013,10013101,1,"Mount Gastros 1-1",-985,-184,100050,8,1,8,120,8,90,0,610013101,610013121,0,0,0,0,100065,bgm_M41,bgm_M41,0,0,100066,bgm_M41,bgm_M41,0,0,100067,bgm_M41,bgm_M41,0,0,100065,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013102,10013,10013101,2,"Mount Gastros 1-2",-800,-29,100020,8,1,8,120,8,90,0,610013102,610013121,0,0,0,0,100021,bgm_M41,bgm_M41,0,0,100022,bgm_M41,bgm_M41,0,0,100023,bgm_M41,bgm_M41,0,0,100021,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013103,10013,10013101,3,"Mount Gastros 1-3",-573,-171,100050,8,1,8,120,8,90,0,610013103,610013121,0,0,0,0,100065,bgm_M41,bgm_M41,0,0,100066,bgm_M41,bgm_M41,0,0,100067,bgm_M41,bgm_M41,0,0,100065,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013104,10013,10013101,4,"Mount Gastros 1-4",-337,-63,100050,8,1,8,120,8,90,0,610013104,610013121,0,0,0,0,100065,bgm_M41,bgm_M41,0,0,100066,bgm_M41,bgm_M41,0,0,100067,bgm_M41,bgm_M41,0,0,100065,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013105,10013,10013101,5,"Mount Gastros 1-5",-155,93,100010,8,1,8,120,8,90,0,610013105,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013106,10013,10013101,6,"Mount Gastros 1-6",-68,-81,100040,9,1,9,135,9,90,0,610013106,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013107,10013,10013101,7,"Mount Gastros 1-7",128,-82,100050,9,1,9,135,9,90,0,610013107,610013122,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013108,10013,10013101,8,"Mount Gastros 1-8",313,35,100040,9,1,9,135,9,90,0,610013108,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013109,10013,10013101,9,"Mount Gastros 1-9",473,-92,100010,9,1,9,135,9,90,0,610013109,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013110,10013,10013101,10,"Mount Gastros 1-10",657,0,100030,9,1,9,135,9,90,0,610013110,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,0,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013111,10013,10013101,11,"Mount Gastros 1-11",837,106,100030,10,1,10,150,10,90,0,610013111,610013121,0,0,0,0,100091,bgm_M41,bgm_M41,0,0,100092,bgm_M41,bgm_M41,0,0,100093,bgm_M41,bgm_M41,0,5013303,100091,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
10013112,10013,10013102,12,"Shining Rift 1-12",-500,-165,100370,10,1,10,150,10,90,0,610013112,610013121,0,0,0,0,101651,bgm_M41,bgm_M41,0,0,101652,bgm_M41,bgm_M41,0,0,101653,bgm_M41,bgm_M41,0,0,101651,0,"2022/03/10 23:00:00","2022/03/27 22:59:59"
