unit_id,notif_type,comment
180401,5,"We've got too much Mana for the guildhouse to hold! And I'm starving! Let's head out and buy a huuuuuge meal!"
180401,6,"Wh-whoa! Look at all these items at our guildhouse! A full stomach's one thing, but a full guildhouse is just a waste! We should claim them all right now! ☆"
112401,1,"Your stamina's all recovered! I'll do some stretches to prepare, so let's get down to some lessons soon!"
112401,2,"You guildhouse's skip ticket supply is full. Why don't we go on an adventure together for a change of pace?"
112401,3,"I think your guildhouse's stamina supply is full. I'm in top form too! I can still keep doing my best!"
112401,4,"There's a full supply of EXP potions in your guildhouse! Idols and adventurers both need to keep pushing their own limits! ♪"
112401,5,"Your guildhouse has a full supply of Mana. If there's anything you need, shall we go on a quick shopping trip?"
112401,6,"All the items you can collect at your guildhouse are full! If you want to clean it all up, I'll be happy to help!"
112601,1,"Your stamina's totally full! C'mon, no time to laze around! We've gotta get back to our lessons!"
112601,2,"Hey, your guildhouse is full of skip tickets! Wow, we could go pretty much anywhere with all these! Where d'you want to start?"
112601,3,"Your guildhouse has a full supply of stamina right now! Time for a nonstop lesson challenge! Let's see how many hours we can keep going!"
112601,4,"Hey, the EXP potions at your guildhouse are full! These'll help me get even better at singing and dancing... won't they?"
112601,5,"Whoa, your guildhouse is full to bursting with Mana! Is this a chance to take advantage of some great deals?"
112601,6,"All the supplies at your guildhouse are super full! C'mon, it's a huge waste if you don't clear them out soon!"
112501,1,"Your stamina's completely recovered. Come on, let's get back to our lessons. You're going to help me practice, right?"
112501,2,"The skip ticket supply at your guildhouse is full now. Going on a trip doesn't sound like such a bad idea."
112501,3,"You've got a full stamina supply at your guildhouse. I think that's enough resting. Let's focus, shall we?"
112501,4,"Your guildhouse has a full supply of EXP potions. I feel like my Violet Power might be getting stronger too..."
112501,5,"Your guildhouse Mana supply is full. Maybe it's time to buy a new set of equipment?"
112501,6,"All the item supplies at your guildhouse are full. They'll go to waste if you don't come and clear them out."
110901,1,"Cheru~n! ♪ Your stamina's all full up! If you wanna go out somewhere, I guess I can tag along!"
110901,2,"You've got a whole bunch of skip tickets in your guildhouse! Sounds like you're ready to do tons of errands for me."
110901,3,"That stamina thingy in your guildhouse is full! So I guess you're ready to work your butt off for me."
110901,4,"You've got a full stock of EXP potions in your guildhouse! Which is great, 'cause I needed a pick-me-up."
110901,5,"You've got soooo much Mana in your guildhouse! To spend on me, obviously."
110901,6,"Check your guildhouse out, 'cause all the supplies are full! Isn't that just the excuse you needed to drop by and see me? ♪"
111001,1,"Ahem. Your stamina seems to be full. In the terms of the layfolk, it's time to hunt. Prepare to sally forth."
111001,2,"The skip tickets in your guildhouse have reached the limit of their capacity. I suggest you proceed to withdraw them."
111001,3,"The stamina at your guildhouse has reached the limit of its capacity. I suggest that you claim it forthwith."
111001,4,"The EXP potions at your guildhouse have reached the limit of their capacity. I suggest you retrieve them with haste."
111001,5,"The Mana at your guildhouse has reached the limit of its capacity. I suggest that you spend it with abandon."
111001,6,"All the supplies at your guildhouse have reached the limits of their capacity. What possessed you to leave them unchecked for so long?"
112701,1,"Hey, your stamina's all recovered. ...Aw, c'mon, don't give me that ""get to work"" look."
112701,2,"Looks like your guildhouse skip ticket supply is full. Here's hoping we can skip all my work."
112701,3,"The stamina supply at your guildhouse is full, huh? Neat contrast with my stamina, which is at zero."
112701,4,"I spotted you've got a full pot of EXP potions over at the guildhouse. 'Course, all my experience just teaches me to slack off."
112701,5,"You've got a full Mana stash at the guildhouse. With a fortune like this, we'll never have to work again... right?"
112701,6,"Wow, all your supplies at the guildhouse are full. Got any sweet buns tucked away in there? How about acorns?"
112801,1,"Didja know your stamina's all full up? Let's go out an' sell some quality produce!"
112801,2,"What a lotta skip tickets you've got lyin' around at the guildhouse! Looks like we'll be gettin' today's work done in no time!"
112801,3,"That gizmo at your guildhouse is chock-full of stamina! Enough for me to defend the farm an' keep my friends safe too!"
112801,4,"If this doodah at your guildhouse makes any more EXP potions, it's gonna spill over! This stuff can't be tastier than our good ol' cows' milk, right?"
112801,5,"You oughtta check your guildhouse Mana supply, 'cause I ain't ever seen so much in one place! Is this what they call ""Mana"" from heaven?!"
112801,6,"All the stuff you've been growin' at your guildhouse is as ready as it'll ever be! Now that's what I call a fine harvest!"
