mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,visible_flag,start_time,end_time
58002001,101001,101,"Reach player level 50",8002,0,0,0,50,58002001,0,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58002002,101001,101,"Reach player level 90",8002,0,0,0,90,58002002,0,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58002003,101001,101,"Reach player level 120",8002,0,0,0,120,58002003,0,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008001,301001,602,"",8008,2000002,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008002,301001,602,"",8008,2001006,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008003,301001,602,"",8008,2002006,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008004,301001,602,"",8008,2003010,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008005,301001,602,"",8008,2004010,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008006,301001,602,"",8008,2005010,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008007,301001,602,"",8008,2006099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008008,301001,602,"",8008,2007099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008009,301001,602,"",8008,2008099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008010,301001,602,"",8008,2009099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008011,301001,602,"",8008,2010099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
58008012,301001,602,"",8008,2011099,0,0,1,0,801,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
