unit_id,promotion_level,equip_slot_1,equip_slot_2,equip_slot_3,equip_slot_4,equip_slot_5,equip_slot_6
110301,6,104011,103583,103283,103012,103582,103282
110301,7,104012,104401,104311,103013,103583,103582
110301,8,104013,104012,104282,104491,104581,103583
110301,9,104014,104013,104313,104432,104582,104581
110301,10,105011,104014,104433,104313,104583,104582
110301,11,105012,105011,105401,104433,105581,104583
110301,12,105013,105012,105342,105401,105582,105581
110301,13,105014,105013,105283,105431,105583,105582
110301,14,999999,105014,105284,105491,105584,105583
110401,1,101011,101011,101281,101401,101011,101551
110401,2,102041,102011,102281,102493,101011,101551
110401,3,103011,102041,102282,102401,102011,102551
110401,4,103041,103011,103281,103551,102041,102552
110401,5,103042,103041,103282,103401,103011,103551
110401,6,104041,103042,103283,103401,103041,103552
110401,7,104042,104041,104281,103583,103042,103552
110401,8,104043,104042,104282,104041,104551,103553
110401,9,104044,104043,104313,104042,104552,104551
110401,10,105041,104044,104344,104043,104554,104552
110401,11,105042,105041,105281,104044,105551,104553
110401,12,105043,105042,105282,105041,105552,105551
110401,13,105044,105043,105283,105042,105553,105552
110401,14,999999,105044,105284,105043,105554,105553
110501,1,101101,101071,101281,101431,101071,101551
110501,2,102101,102071,102341,102431,101551,101551
110501,3,103071,102101,102342,102432,102551,102551
110501,4,103101,103071,103341,103431,102552,102552
110501,5,103072,103101,103342,103432,103551,103551
110501,6,104101,103072,103343,103432,103342,103582
110501,7,104102,104101,104341,103553,103072,103552
110501,8,104103,104102,104342,104101,104551,103553
110501,9,104104,104103,104343,104102,104552,104551
110501,10,105101,104104,104344,104103,104554,104552
110501,11,105102,105101,105341,104104,105551,104553
110501,12,105103,105102,105282,105101,105552,105551
110501,13,105104,105103,105343,105102,105553,105552
110501,14,999999,105104,105344,105103,105554,105553
110601,1,101251,101251,101371,101521,101611,101611
110601,2,102222,102221,102371,102461,101611,101611
110601,3,103221,102222,102372,102521,102611,102611
110601,4,103252,103221,103521,103521,102613,102613
110601,5,103222,103252,103371,103522,103611,103611
110601,6,104221,103222,103372,103522,103371,103613
110601,7,104222,104221,104371,103614,103222,103613
110601,8,104223,104222,104522,104221,104611,103614
110601,9,104224,104223,104523,104222,104612,104611
110601,10,105221,104224,104463,104223,104613,104612
110601,11,105222,105221,105521,104224,105611,104613
110601,12,105223,105222,105372,105221,105612,105611
110601,13,105224,105223,105373,105222,105613,105612
110601,14,999999,105224,105523,105223,105614,105613
110701,1,101131,101131,101281,101551,101131,101551
110701,2,102131,102071,102341,102551,101131,101551
110701,3,103071,102131,102342,102552,102071,102551
110701,4,103131,103071,103341,103551,102131,102552
110701,5,103132,103131,103342,103552,103071,103551
110701,6,104131,103132,103343,103552,103131,103552
110701,7,104132,104131,104341,103553,103553,103582
110701,8,104133,104132,104342,104131,104551,103553
110701,9,104134,104133,104343,104132,104552,104551
110701,10,105131,104134,104344,104133,104554,104552
110701,11,105132,105131,105281,104134,105551,104553
110701,12,105133,105132,105282,105131,105552,105551
110701,13,105134,105133,105343,105132,105553,105552
110701,14,999999,105134,105344,105133,105554,105553
110801,1,101071,101071,101281,101431,101551,101551
110801,2,102041,102071,102431,102431,101551,101551
110801,3,103071,102041,102342,102432,102551,102551
110801,4,103041,103431,103341,103431,102552,102552
110801,5,103072,103041,103342,103432,103551,103551
110801,6,104071,103072,103343,103432,103552,103552
110801,7,104072,104071,104341,103553,103072,103552
110801,8,104073,104072,104342,104431,104551,103553
110801,9,104074,104073,104343,104342,104582,104551
110801,10,105071,104074,104433,104343,104553,104552
110801,11,105072,105071,105401,104344,105551,104554
110801,12,105073,105072,105282,105341,105552,105551
110801,13,105074,105073,105343,105342,105553,105552
110801,14,999999,105074,105344,105343,105554,105553
111101,1,101251,101251,101371,101521,101611,101611
111101,2,102252,102251,102371,102461,101611,101611
111101,3,103251,102252,102372,102222,102611,102611
111101,4,103252,103521,103251,103611,102613,102613
111101,5,103222,103252,103371,103522,103611,103611
111101,6,104251,103222,103372,103252,103613,103613
111101,7,104252,104251,104371,103614,103614,103613
111101,8,104253,104252,104522,104251,104611,103614
111101,9,104254,104253,104462,104252,104612,104611
111101,10,105251,104254,104463,104253,104613,104612
111101,11,105252,105251,105521,104254,105611,104613
111101,12,105253,105252,105372,105251,105612,105611
111101,13,105254,105253,105373,105252,105613,105612
111101,14,999999,105254,105523,105253,105614,105613
111201,1,101101,101071,101281,101431,101071,101551
111201,2,102101,102071,102341,102431,101551,101551
111201,3,103071,102101,102342,102432,102551,102551
111201,4,103101,103071,103341,103431,102552,102552
111201,5,103072,103101,103342,103432,103551,103551
111201,6,104101,103072,103343,103432,103552,103552
111201,7,104102,104101,104341,103553,103072,103552
111201,8,104103,104102,104342,104101,104551,103553
111201,9,104104,104103,104343,104102,104552,104551
111201,10,105101,104104,104344,104103,104554,104552
111201,11,105102,105101,105341,104104,105551,104553
111201,12,105103,105102,105282,105101,105552,105551
111201,13,105104,105103,105343,105102,105553,105552
111201,14,999999,105104,105344,105103,105554,105553
403101,1,0,0,0,0,0,0
403101,2,0,0,0,0,0,0
403101,3,0,0,0,0,0,0
403101,4,0,0,0,0,0,0
403101,5,0,0,0,0,0,0
403101,6,0,0,0,0,0,0
403101,7,0,0,0,0,0,0
403101,8,0,0,0,0,0,0
403101,9,0,0,0,0,0,0
403101,10,0,0,0,0,0,0
403101,11,0,0,0,0,0,0
403101,12,0,0,0,0,0,0
403101,13,0,0,0,0,0,0
403101,14,0,0,0,0,0,0
404201,1,0,0,0,0,0,0
404201,2,0,0,0,0,0,0
404201,3,0,0,0,0,0,0
404201,4,0,0,0,0,0,0
404201,5,0,0,0,0,0,0
404201,6,0,0,0,0,0,0
404201,7,0,0,0,0,0,0
404201,8,0,0,0,0,0,0
404201,9,0,0,0,0,0,0
404201,10,0,0,0,0,0,0
404201,11,0,0,0,0,0,0
404201,12,0,0,0,0,0,0
404201,13,0,0,0,0,0,0
404201,14,0,0,0,0,0,0
407001,1,101251,101251,101371,101521,101611,101611
407001,2,102222,102221,102371,102461,101611,101611
407001,3,103221,102222,102372,102521,102611,102611
407001,4,103252,103221,103521,103521,102613,102613
407001,5,103222,103252,103371,103522,103611,103611
407001,6,104221,103222,103372,103522,103371,103613
407001,7,104222,104221,104371,103614,103222,103613
407001,8,104223,104222,104522,104221,104611,103614
407001,9,104224,104223,104462,104222,104612,104611
407001,10,105221,104224,104463,104223,104613,104612
407001,11,105222,105221,105521,104224,105611,104613
407001,12,105223,105222,105372,105221,105612,105611
407001,13,105224,105223,105373,105222,105613,105612
407001,14,999999,105224,999999,105223,105614,105613
407701,1,0,0,0,0,0,0
407701,2,0,0,0,0,0,0
407701,3,0,0,0,0,0,0
407701,4,0,0,0,0,0,0
407701,5,0,0,0,0,0,0
407701,6,0,0,0,0,0,0
407701,7,0,0,0,0,0,0
407701,8,0,0,0,0,0,0
407701,9,0,0,0,0,0,0
407701,10,0,0,0,0,0,0
407701,11,0,0,0,0,0,0
407701,12,0,0,0,0,0,0
407701,13,0,0,0,0,0,0
407701,14,0,0,0,0,0,0
408401,1,0,0,0,0,0,0
408401,2,0,0,0,0,0,0
408401,3,0,0,0,0,0,0
408401,4,0,0,0,0,0,0
408401,5,0,0,0,0,0,0
408401,6,0,0,0,0,0,0
408401,7,0,0,0,0,0,0
408401,8,0,0,0,0,0,0
408401,9,0,0,0,0,0,0
408401,10,0,0,0,0,0,0
408401,11,0,0,0,0,0,0
408401,12,0,0,0,0,0,0
408401,13,0,0,0,0,0,0
408401,14,0,0,0,0,0,0
408402,1,0,0,0,0,0,0
408402,2,0,0,0,0,0,0
408402,3,0,0,0,0,0,0
408402,4,0,0,0,0,0,0
408402,5,0,0,0,0,0,0
408402,6,0,0,0,0,0,0
408402,7,0,0,0,0,0,0
408402,8,0,0,0,0,0,0
408402,9,0,0,0,0,0,0
408402,10,0,0,0,0,0,0
408402,11,0,0,0,0,0,0
408402,12,0,0,0,0,0,0
408402,13,0,0,0,0,0,0
408402,14,0,0,0,0,0,0
408403,1,0,0,0,0,0,0
408403,2,0,0,0,0,0,0
408403,3,0,0,0,0,0,0
408403,4,0,0,0,0,0,0
408403,5,0,0,0,0,0,0
408403,6,0,0,0,0,0,0
408403,7,0,0,0,0,0,0
408403,8,0,0,0,0,0,0
408403,9,0,0,0,0,0,0
408403,10,0,0,0,0,0,0
408403,11,0,0,0,0,0,0
408403,12,0,0,0,0,0,0
408403,13,0,0,0,0,0,0
408403,14,0,0,0,0,0,0
900001,1,0,0,0,0,0,0
900001,2,0,0,0,0,0,0
900001,3,0,0,0,0,0,0
900001,4,0,0,0,0,0,0
900001,5,0,0,0,0,0,0
900001,6,0,0,0,0,0,0
900001,7,0,0,0,0,0,0
900001,8,0,0,0,0,0,0
900001,9,0,0,0,0,0,0
900001,10,0,0,0,0,0,0
900001,11,0,0,0,0,0,0
900001,12,0,0,0,0,0,0
900001,13,0,0,0,0,0,0
900001,14,0,0,0,0,0,0
900002,1,0,0,0,0,0,0
900002,2,0,0,0,0,0,0
900002,3,0,0,0,0,0,0
900002,4,0,0,0,0,0,0
900002,5,0,0,0,0,0,0
900002,6,0,0,0,0,0,0
900002,7,0,0,0,0,0,0
900002,8,0,0,0,0,0,0
900002,9,0,0,0,0,0,0
900002,10,0,0,0,0,0,0
900002,11,0,0,0,0,0,0
900002,12,0,0,0,0,0,0
900002,13,0,0,0,0,0,0
900002,14,0,0,0,0,0,0
900102,1,0,0,0,0,0,0
900102,2,0,0,0,0,0,0
900102,3,0,0,0,0,0,0
900102,4,0,0,0,0,0,0
900102,5,0,0,0,0,0,0
900102,6,0,0,0,0,0,0
900102,7,0,0,0,0,0,0
900102,8,0,0,0,0,0,0
900102,9,0,0,0,0,0,0
900102,10,0,0,0,0,0,0
900102,11,0,0,0,0,0,0
900102,13,0,0,0,0,0,0
900102,14,0,0,0,0,0,0
900201,1,0,0,0,0,0,0
900201,2,0,0,0,0,0,0
900201,3,0,0,0,0,0,0
900201,4,0,0,0,0,0,0
900201,5,0,0,0,0,0,0
900201,6,0,0,0,0,0,0
900201,7,0,0,0,0,0,0
900201,8,0,0,0,0,0,0
900201,9,0,0,0,0,0,0
900201,10,0,0,0,0,0,0
900201,11,0,0,0,0,0,0
900201,12,0,0,0,0,0,0
900201,13,0,0,0,0,0,0
900201,14,0,0,0,0,0,0
900202,1,0,0,0,0,0,0
900202,2,0,0,0,0,0,0
900202,3,0,0,0,0,0,0
900202,4,0,0,0,0,0,0
900202,5,0,0,0,0,0,0
900202,6,0,0,0,0,0,0
900202,7,0,0,0,0,0,0
900202,8,0,0,0,0,0,0
900202,9,0,0,0,0,0,0
900202,10,0,0,0,0,0,0
900202,11,0,0,0,0,0,0
900202,12,0,0,0,0,0,0
900202,13,0,0,0,0,0,0
900202,14,0,0,0,0,0,0
900302,1,0,0,0,0,0,0
900302,2,0,0,0,0,0,0
900302,3,0,0,0,0,0,0
900302,4,0,0,0,0,0,0
900302,5,0,0,0,0,0,0
900302,6,0,0,0,0,0,0
900302,7,0,0,0,0,0,0
900302,8,0,0,0,0,0,0
900302,9,0,0,0,0,0,0
900302,10,0,0,0,0,0,0
900302,11,0,0,0,0,0,0
900302,12,0,0,0,0,0,0
900302,13,0,0,0,0,0,0
900302,14,0,0,0,0,0,0
902501,1,0,0,0,0,0,0
902501,2,0,0,0,0,0,0
902501,3,0,0,0,0,0,0
902501,4,0,0,0,0,0,0
902501,5,0,0,0,0,0,0
902501,6,0,0,0,0,0,0
902501,7,0,0,0,0,0,0
902501,8,0,0,0,0,0,0
902501,9,0,0,0,0,0,0
902501,10,0,0,0,0,0,0
902501,11,0,0,0,0,0,0
902501,12,0,0,0,0,0,0
902501,13,0,0,0,0,0,0
902501,14,0,0,0,0,0,0
905801,1,0,0,0,0,0,0
905801,2,0,0,0,0,0,0
905801,3,0,0,0,0,0,0
905801,4,0,0,0,0,0,0
905801,5,0,0,0,0,0,0
905801,6,0,0,0,0,0,0
905801,7,0,0,0,0,0,0
905801,8,0,0,0,0,0,0
905801,9,0,0,0,0,0,0
905801,10,0,0,0,0,0,0
905801,11,0,0,0,0,0,0
905801,12,0,0,0,0,0,0
905801,13,0,0,0,0,0,0
905801,14,0,0,0,0,0,0
905901,1,0,0,0,0,0,0
905901,2,0,0,0,0,0,0
905901,3,0,0,0,0,0,0
905901,4,0,0,0,0,0,0
905901,5,0,0,0,0,0,0
905901,6,0,0,0,0,0,0
905901,7,0,0,0,0,0,0
905901,8,0,0,0,0,0,0
905901,9,0,0,0,0,0,0
905901,10,0,0,0,0,0,0
905901,11,0,0,0,0,0,0
905901,12,0,0,0,0,0,0
905901,13,0,0,0,0,0,0
905901,14,0,0,0,0,0,0
905902,1,0,0,0,0,0,0
905902,2,0,0,0,0,0,0
905902,3,0,0,0,0,0,0
905902,4,0,0,0,0,0,0
905902,5,0,0,0,0,0,0
905902,6,0,0,0,0,0,0
905902,7,0,0,0,0,0,0
905902,8,0,0,0,0,0,0
905902,9,0,0,0,0,0,0
905902,10,0,0,0,0,0,0
905902,11,0,0,0,0,0,0
905902,12,0,0,0,0,0,0
905902,13,0,0,0,0,0,0
905902,14,0,0,0,0,0,0
